Entity_0:  -> created,  at 0
Entity_5:replaced -> PositionComponent, fields[ x - 48.07137 y - 14.18685 ] at 1725.8231
Entity_6:replaced -> PositionComponent, fields[ x - 9.885372 y - 36.17359 ] at 1725.8231
Entity_7:replaced -> PositionComponent, fields[ x - -25.15244 y - -14.22491 ] at 1725.8231
Entity_8:replaced -> PositionComponent, fields[ x - 25.86987 y - 35.10654 ] at 1725.8231
Entity_9:replaced -> PositionComponent, fields[ x - 25.43934 y - 14.55006 ] at 1725.8231
Entity_12:replaced -> PositionComponent, fields[ x - -33 y - 13 ] at 1725.8231
Entity_13:replaced -> PositionComponent, fields[ x - 56.6855 y - -34.31194 ] at 1741.4309
Entity_3:replaced -> PositionComponent, fields[ x - 38.21707 y - 37.17181 ] at 1741.4309
Entity_14:replaced -> PositionComponent, fields[ x - 59.34785 y - 13.70838 ] at 1741.4309
Entity_5:replaced -> PositionComponent, fields[ x - 47.9458 y - 14.18685 ] at 1741.4309
Entity_6:replaced -> PositionComponent, fields[ x - 9.352239 y - 36.17359 ] at 1741.4309
Entity_7:replaced -> PositionComponent, fields[ x - -26.06806 y - -14.22491 ] at 1741.4309
Entity_8:replaced -> PositionComponent, fields[ x - 25.49889 y - 35.10654 ] at 1741.4309
Entity_9:replaced -> PositionComponent, fields[ x - 25.05956 y - 14.55006 ] at 1741.4309
Entity_12:replaced -> PositionComponent, fields[ x - -32.5 y - 13 ] at 1741.4309
Entity_13:replaced -> PositionComponent, fields[ x - 56.46454 y - -34.31194 ] at 1757.0536
Entity_3:replaced -> PositionComponent, fields[ x - 37.9948 y - 37.17181 ] at 1757.0536
Entity_14:replaced -> PositionComponent, fields[ x - 59.13046 y - 13.70838 ] at 1757.0536
Entity_5:replaced -> PositionComponent, fields[ x - 47.82024 y - 14.18685 ] at 1757.0536
Entity_6:replaced -> PositionComponent, fields[ x - 8.819105 y - 36.17359 ] at 1757.0536
Entity_7:replaced -> PositionComponent, fields[ x - -26.98367 y - -14.22491 ] at 1757.0536
Entity_8:replaced -> PositionComponent, fields[ x - 25.12791 y - 35.10654 ] at 1757.0536
Entity_9:replaced -> PositionComponent, fields[ x - 24.67977 y - 14.55006 ] at 1757.0536
Entity_12:replaced -> PositionComponent, fields[ x - -32 y - 13 ] at 1757.0536
Entity_13:replaced -> PositionComponent, fields[ x - 56.24357 y - -34.31194 ] at 1772.6995
Entity_3:replaced -> PositionComponent, fields[ x - 37.77252 y - 37.17181 ] at 1772.6995
Entity_14:replaced -> PositionComponent, fields[ x - 58.91308 y - 13.70838 ] at 1772.6995
Entity_5:replaced -> PositionComponent, fields[ x - 47.69467 y - 14.18685 ] at 1772.6995
Entity_6:replaced -> PositionComponent, fields[ x - 8.285972 y - 36.17359 ] at 1772.6995
Entity_7:replaced -> PositionComponent, fields[ x - -27.89929 y - -14.22491 ] at 1772.6995
Entity_8:replaced -> PositionComponent, fields[ x - 24.75693 y - 35.10654 ] at 1772.6995
Entity_9:replaced -> PositionComponent, fields[ x - 24.29998 y - 14.55006 ] at 1772.6995
Entity_12:replaced -> PositionComponent, fields[ x - -31.5 y - 13 ] at 1772.6995
Entity_13:replaced -> PositionComponent, fields[ x - 56.02261 y - -34.31194 ] at 1788.327
Entity_3:replaced -> PositionComponent, fields[ x - 37.55025 y - 37.17181 ] at 1788.327
Entity_14:replaced -> PositionComponent, fields[ x - 58.69569 y - 13.70838 ] at 1788.327
Entity_5:replaced -> PositionComponent, fields[ x - 47.56911 y - 14.18685 ] at 1788.327
Entity_6:replaced -> PositionComponent, fields[ x - 7.752838 y - 36.17359 ] at 1788.327
Entity_7:replaced -> PositionComponent, fields[ x - -28.81491 y - -14.22491 ] at 1788.327
Entity_8:replaced -> PositionComponent, fields[ x - 24.38595 y - 35.10654 ] at 1788.327
Entity_9:replaced -> PositionComponent, fields[ x - 23.92019 y - 14.55006 ] at 1788.327
Entity_12:replaced -> PositionComponent, fields[ x - -31 y - 13 ] at 1788.327
Entity_13:replaced -> PositionComponent, fields[ x - 55.80164 y - -34.31194 ] at 1803.9412
Entity_3:replaced -> PositionComponent, fields[ x - 37.32797 y - 37.17181 ] at 1803.9412
Entity_14:replaced -> PositionComponent, fields[ x - 58.47831 y - 13.70838 ] at 1803.9412
Entity_5:replaced -> PositionComponent, fields[ x - 47.44354 y - 14.18685 ] at 1803.9412
Entity_6:replaced -> PositionComponent, fields[ x - 7.219704 y - 36.17359 ] at 1803.9412
Entity_7:replaced -> PositionComponent, fields[ x - -29.73052 y - -14.22491 ] at 1803.9412
Entity_8:replaced -> PositionComponent, fields[ x - 24.01497 y - 35.10654 ] at 1803.9412
Entity_9:replaced -> PositionComponent, fields[ x - 23.54041 y - 14.55006 ] at 1803.9412
Entity_12:replaced -> PositionComponent, fields[ x - -30.5 y - 13 ] at 1803.9412
Entity_13:replaced -> PositionComponent, fields[ x - 55.58067 y - -34.31194 ] at 1819.5725
Entity_3:replaced -> PositionComponent, fields[ x - 37.1057 y - 37.17181 ] at 1819.5725
Entity_14:replaced -> PositionComponent, fields[ x - 58.26093 y - 13.70838 ] at 1819.5725
Entity_5:replaced -> PositionComponent, fields[ x - 47.31798 y - 14.18685 ] at 1819.5725
Entity_6:replaced -> PositionComponent, fields[ x - 6.68657 y - 36.17359 ] at 1819.5725
Entity_7:replaced -> PositionComponent, fields[ x - -30.64614 y - -14.22491 ] at 1819.5725
Entity_8:replaced -> PositionComponent, fields[ x - 23.64398 y - 35.10654 ] at 1819.5725
Entity_9:replaced -> PositionComponent, fields[ x - 23.16062 y - 14.55006 ] at 1819.5725
Entity_12:replaced -> PositionComponent, fields[ x - -30 y - 13 ] at 1819.5725
Entity_13:replaced -> PositionComponent, fields[ x - 55.35971 y - -34.31194 ] at 1835.1863
Entity_3:replaced -> PositionComponent, fields[ x - 36.88342 y - 37.17181 ] at 1835.1863
Entity_14:replaced -> PositionComponent, fields[ x - 58.04354 y - 13.70838 ] at 1835.1863
Entity_5:replaced -> PositionComponent, fields[ x - 47.19241 y - 14.18685 ] at 1835.1863
Entity_6:replaced -> PositionComponent, fields[ x - 6.153436 y - 36.17359 ] at 1835.1863
Entity_7:replaced -> PositionComponent, fields[ x - -31.56176 y - -14.22491 ] at 1835.1863
Entity_8:replaced -> PositionComponent, fields[ x - 23.273 y - 35.10654 ] at 1835.1863
Entity_9:replaced -> PositionComponent, fields[ x - 22.78083 y - 14.55006 ] at 1835.1863
Entity_12:replaced -> PositionComponent, fields[ x - -29.5 y - 13 ] at 1835.1863
Entity_13:replaced -> PositionComponent, fields[ x - 55.13874 y - -34.31194 ] at 1850.8223
Entity_3:replaced -> PositionComponent, fields[ x - 36.66115 y - 37.17181 ] at 1850.8223
Entity_14:replaced -> PositionComponent, fields[ x - 57.82616 y - 13.70838 ] at 1850.8223
Entity_5:replaced -> PositionComponent, fields[ x - 47.06685 y - 14.18685 ] at 1850.8223
Entity_6:replaced -> PositionComponent, fields[ x - 5.620302 y - 36.17359 ] at 1850.8223
Entity_7:replaced -> PositionComponent, fields[ x - -32.47738 y - -14.22491 ] at 1850.8223
Entity_8:replaced -> PositionComponent, fields[ x - 22.90202 y - 35.10654 ] at 1850.8223
Entity_9:replaced -> PositionComponent, fields[ x - 22.40104 y - 14.55006 ] at 1850.8223
Entity_12:replaced -> PositionComponent, fields[ x - -29 y - 13 ] at 1850.8223
Entity_13:replaced -> PositionComponent, fields[ x - 54.91777 y - -34.31194 ] at 1882.0683
Entity_3:replaced -> PositionComponent, fields[ x - 36.43887 y - 37.17181 ] at 1882.0683
Entity_14:replaced -> PositionComponent, fields[ x - 57.60877 y - 13.70838 ] at 1882.0683
Entity_5:replaced -> PositionComponent, fields[ x - 46.94128 y - 14.18685 ] at 1882.0683
Entity_6:replaced -> PositionComponent, fields[ x - 5.087168 y - 36.17359 ] at 1882.0683
Entity_7:replaced -> PositionComponent, fields[ x - -33.39299 y - -14.22491 ] at 1882.0683
Entity_8:replaced -> PositionComponent, fields[ x - 22.53104 y - 35.10654 ] at 1882.0683
Entity_9:replaced -> PositionComponent, fields[ x - 22.02126 y - 14.55006 ] at 1882.0683
Entity_12:replaced -> PositionComponent, fields[ x - -28.5 y - 13 ] at 1882.0683
Entity_13:replaced -> PositionComponent, fields[ x - 54.69681 y - -34.31194 ] at 1882.0683
Entity_3:replaced -> PositionComponent, fields[ x - 36.2166 y - 37.17181 ] at 1882.0683
Entity_14:replaced -> PositionComponent, fields[ x - 57.39139 y - 13.70838 ] at 1882.0683
Entity_5:replaced -> PositionComponent, fields[ x - 46.81572 y - 14.18685 ] at 1882.0683
Entity_6:replaced -> PositionComponent, fields[ x - 4.554034 y - 36.17359 ] at 1882.0683
Entity_7:replaced -> PositionComponent, fields[ x - -34.30861 y - -14.22491 ] at 1882.0683
Entity_8:replaced -> PositionComponent, fields[ x - 22.16006 y - 35.10654 ] at 1882.0683
Entity_9:replaced -> PositionComponent, fields[ x - 21.64147 y - 14.55006 ] at 1882.0683
Entity_12:replaced -> PositionComponent, fields[ x - -28 y - 13 ] at 1882.0683
Entity_13:replaced -> PositionComponent, fields[ x - 54.47584 y - -34.31194 ] at 1913.3185
Entity_3:replaced -> PositionComponent, fields[ x - 35.99432 y - 37.17181 ] at 1913.3185
Entity_14:replaced -> PositionComponent, fields[ x - 57.174 y - 13.70838 ] at 1913.3185
Entity_5:replaced -> PositionComponent, fields[ x - 46.69016 y - 14.18685 ] at 1913.3185
Entity_6:replaced -> PositionComponent, fields[ x - 4.0209 y - 36.17359 ] at 1913.3185
Entity_7:replaced -> PositionComponent, fields[ x - -35.22423 y - -14.22491 ] at 1913.3185
Entity_8:replaced -> PositionComponent, fields[ x - 21.78908 y - 35.10654 ] at 1913.3185
Entity_9:replaced -> PositionComponent, fields[ x - 21.26168 y - 14.55006 ] at 1913.3185
Entity_12:replaced -> PositionComponent, fields[ x - -27.5 y - 13 ] at 1913.3185
Entity_13:replaced -> PositionComponent, fields[ x - 54.25488 y - -34.31194 ] at 1928.9447
Entity_3:replaced -> PositionComponent, fields[ x - 35.77205 y - 37.17181 ] at 1928.9447
Entity_14:replaced -> PositionComponent, fields[ x - 56.95662 y - 13.70838 ] at 1928.9447
Entity_5:replaced -> PositionComponent, fields[ x - 46.56459 y - 14.18685 ] at 1928.9447
Entity_6:replaced -> PositionComponent, fields[ x - 3.487766 y - 36.17359 ] at 1928.9447
Entity_7:replaced -> PositionComponent, fields[ x - -36.13985 y - -14.22491 ] at 1928.9447
Entity_8:replaced -> PositionComponent, fields[ x - 21.4181 y - 35.10654 ] at 1928.9447
Entity_9:replaced -> PositionComponent, fields[ x - 20.88189 y - 14.55006 ] at 1928.9447
Entity_12:replaced -> PositionComponent, fields[ x - -27 y - 13 ] at 1928.9447
Entity_13:replaced -> PositionComponent, fields[ x - 54.03391 y - -34.31194 ] at 1944.5893
Entity_3:replaced -> PositionComponent, fields[ x - 35.54977 y - 37.17181 ] at 1944.5893
Entity_14:replaced -> PositionComponent, fields[ x - 56.73923 y - 13.70838 ] at 1944.5893
Entity_5:replaced -> PositionComponent, fields[ x - 46.43903 y - 14.18685 ] at 1944.5893
Entity_6:replaced -> PositionComponent, fields[ x - 2.954632 y - 36.17359 ] at 1944.5893
Entity_7:replaced -> PositionComponent, fields[ x - -37.05547 y - -14.22491 ] at 1944.5893
Entity_8:replaced -> PositionComponent, fields[ x - 21.04712 y - 35.10654 ] at 1944.5893
Entity_9:replaced -> PositionComponent, fields[ x - 20.50211 y - 14.55006 ] at 1944.5893
Entity_12:replaced -> PositionComponent, fields[ x - -26.5 y - 13 ] at 1944.5893
Entity_13:replaced -> PositionComponent, fields[ x - 53.81294 y - -34.31194 ] at 1944.5893
Entity_3:replaced -> PositionComponent, fields[ x - 35.3275 y - 37.17181 ] at 1944.5893
Entity_14:replaced -> PositionComponent, fields[ x - 56.52185 y - 13.70838 ] at 1944.5893
Entity_5:replaced -> PositionComponent, fields[ x - 46.31346 y - 14.18685 ] at 1944.5893
Entity_6:replaced -> PositionComponent, fields[ x - 2.421499 y - 36.17359 ] at 1944.5893
Entity_7:replaced -> PositionComponent, fields[ x - -37.97109 y - -14.22491 ] at 1944.5893
Entity_8:replaced -> PositionComponent, fields[ x - 20.67613 y - 35.10654 ] at 1944.5893
Entity_9:replaced -> PositionComponent, fields[ x - 20.12232 y - 14.55006 ] at 1944.5893
Entity_12:replaced -> PositionComponent, fields[ x - -26 y - 13 ] at 1944.5893
Entity_13:replaced -> PositionComponent, fields[ x - 53.59198 y - -34.31194 ] at 1975.8182
Entity_3:replaced -> PositionComponent, fields[ x - 35.10522 y - 37.17181 ] at 1975.8182
Entity_14:replaced -> PositionComponent, fields[ x - 56.30447 y - 13.70838 ] at 1975.8182
Entity_5:replaced -> PositionComponent, fields[ x - 46.1879 y - 14.18685 ] at 1975.8182
Entity_6:replaced -> PositionComponent, fields[ x - 1.888365 y - 36.17359 ] at 1975.8182
Entity_7:replaced -> PositionComponent, fields[ x - -38.88671 y - -14.22491 ] at 1975.8182
Entity_8:replaced -> PositionComponent, fields[ x - 20.30515 y - 35.10654 ] at 1975.8182
Entity_9:replaced -> PositionComponent, fields[ x - 19.74253 y - 14.55006 ] at 1975.8182
Entity_12:replaced -> PositionComponent, fields[ x - -25.5 y - 13 ] at 1975.8182
Entity_13:replaced -> PositionComponent, fields[ x - 53.37101 y - -34.31194 ] at 1991.4666
Entity_3:replaced -> PositionComponent, fields[ x - 34.88295 y - 37.17181 ] at 1991.4666
Entity_14:replaced -> PositionComponent, fields[ x - 56.08708 y - 13.70838 ] at 1991.4666
Entity_5:replaced -> PositionComponent, fields[ x - 46.06233 y - 14.18685 ] at 1991.4666
Entity_6:replaced -> PositionComponent, fields[ x - 1.355231 y - 36.17359 ] at 1991.4666
Entity_7:replaced -> PositionComponent, fields[ x - -39.80233 y - -14.22491 ] at 1991.4666
Entity_8:replaced -> PositionComponent, fields[ x - 19.93417 y - 35.10654 ] at 1991.4666
Entity_9:replaced -> PositionComponent, fields[ x - 19.36274 y - 14.55006 ] at 1991.4666
Entity_12:replaced -> PositionComponent, fields[ x - -25 y - 13 ] at 1991.4666
Entity_13:replaced -> PositionComponent, fields[ x - 53.15004 y - -34.31194 ] at 2007.0697
Entity_3:replaced -> PositionComponent, fields[ x - 34.66068 y - 37.17181 ] at 2007.0697
Entity_14:replaced -> PositionComponent, fields[ x - 55.8697 y - 13.70838 ] at 2007.0697
Entity_5:replaced -> PositionComponent, fields[ x - 45.93677 y - 14.18685 ] at 2007.0697
Entity_6:replaced -> PositionComponent, fields[ x - 0.8220972 y - 36.17359 ] at 2007.0697
Entity_7:replaced -> PositionComponent, fields[ x - -40.71795 y - -14.22491 ] at 2007.0697
Entity_8:replaced -> PositionComponent, fields[ x - 19.56319 y - 35.10654 ] at 2007.0697
Entity_9:replaced -> PositionComponent, fields[ x - 18.98296 y - 14.55006 ] at 2007.0697
Entity_12:replaced -> PositionComponent, fields[ x - -24.5 y - 13 ] at 2007.0697
Entity_13:replaced -> PositionComponent, fields[ x - 52.92908 y - -34.31194 ] at 2022.6954
Entity_3:replaced -> PositionComponent, fields[ x - 34.4384 y - 37.17181 ] at 2022.6954
Entity_14:replaced -> PositionComponent, fields[ x - 55.65231 y - 13.70838 ] at 2022.6954
Entity_5:replaced -> PositionComponent, fields[ x - 45.8112 y - 14.18685 ] at 2022.6954
Entity_6:replaced -> PositionComponent, fields[ x - 0.2889634 y - 36.17359 ] at 2022.6954
Entity_7:replaced -> PositionComponent, fields[ x - -41.63356 y - -14.22491 ] at 2022.6954
Entity_8:replaced -> PositionComponent, fields[ x - 19.19221 y - 35.10654 ] at 2022.6954
Entity_9:replaced -> PositionComponent, fields[ x - 18.60317 y - 14.55006 ] at 2022.6954
Entity_12:replaced -> PositionComponent, fields[ x - -24 y - 13 ] at 2022.6954
Entity_13:replaced -> PositionComponent, fields[ x - 52.70811 y - -34.31194 ] at 2038.3203
Entity_3:replaced -> PositionComponent, fields[ x - 34.21613 y - 37.17181 ] at 2038.3203
Entity_14:replaced -> PositionComponent, fields[ x - 55.43493 y - 13.70838 ] at 2038.3203
Entity_5:replaced -> PositionComponent, fields[ x - 45.68564 y - 14.18685 ] at 2038.3203
Entity_6:replaced -> PositionComponent, fields[ x - -0.2441704 y - 36.17359 ] at 2038.3203
Entity_7:replaced -> PositionComponent, fields[ x - -42.54918 y - -14.22491 ] at 2038.3203
Entity_8:replaced -> PositionComponent, fields[ x - 18.82123 y - 35.10654 ] at 2038.3203
Entity_9:replaced -> PositionComponent, fields[ x - 18.22338 y - 14.55006 ] at 2038.3203
Entity_12:replaced -> PositionComponent, fields[ x - -23.5 y - 13 ] at 2038.3203
Entity_13:replaced -> PositionComponent, fields[ x - 52.48714 y - -34.31194 ] at 2053.9474
Entity_3:replaced -> PositionComponent, fields[ x - 33.99385 y - 37.17181 ] at 2053.9474
Entity_14:replaced -> PositionComponent, fields[ x - 55.21754 y - 13.70838 ] at 2053.9474
Entity_5:replaced -> PositionComponent, fields[ x - 45.56007 y - 14.18685 ] at 2053.9474
Entity_6:replaced -> PositionComponent, fields[ x - -0.7773042 y - 36.17359 ] at 2053.9474
Entity_7:replaced -> PositionComponent, fields[ x - -43.4648 y - -14.22491 ] at 2053.9474
Entity_8:replaced -> PositionComponent, fields[ x - 18.45025 y - 35.10654 ] at 2053.9474
Entity_9:replaced -> PositionComponent, fields[ x - 17.84359 y - 14.55006 ] at 2053.9474
Entity_12:replaced -> PositionComponent, fields[ x - -23 y - 13 ] at 2053.9474
Entity_13:replaced -> PositionComponent, fields[ x - 52.26618 y - -34.31194 ] at 2069.5727
Entity_3:replaced -> PositionComponent, fields[ x - 33.77158 y - 37.17181 ] at 2069.5727
Entity_14:replaced -> PositionComponent, fields[ x - 55.00016 y - 13.70838 ] at 2069.5727
Entity_5:replaced -> PositionComponent, fields[ x - 45.43451 y - 14.18685 ] at 2069.5727
Entity_6:replaced -> PositionComponent, fields[ x - -1.310438 y - 36.17359 ] at 2069.5727
Entity_7:replaced -> PositionComponent, fields[ x - -44.38042 y - -14.22491 ] at 2069.5727
Entity_8:replaced -> PositionComponent, fields[ x - 18.07927 y - 35.10654 ] at 2069.5727
Entity_9:replaced -> PositionComponent, fields[ x - 17.46381 y - 14.55006 ] at 2069.5727
Entity_12:replaced -> PositionComponent, fields[ x - -22.5 y - 13 ] at 2069.5727
Entity_13:replaced -> PositionComponent, fields[ x - 52.04521 y - -34.31194 ] at 2085.1985
Entity_3:replaced -> PositionComponent, fields[ x - 33.5493 y - 37.17181 ] at 2085.1985
Entity_14:replaced -> PositionComponent, fields[ x - 54.78278 y - 13.70838 ] at 2085.1985
Entity_5:replaced -> PositionComponent, fields[ x - 45.30894 y - 14.18685 ] at 2085.1985
Entity_6:replaced -> PositionComponent, fields[ x - -1.843572 y - 36.17359 ] at 2085.1985
Entity_7:replaced -> PositionComponent, fields[ x - -45.29604 y - -14.22491 ] at 2085.1985
Entity_8:replaced -> PositionComponent, fields[ x - 17.70828 y - 35.10654 ] at 2085.1985
Entity_9:replaced -> PositionComponent, fields[ x - 17.08402 y - 14.55006 ] at 2085.1985
Entity_12:replaced -> PositionComponent, fields[ x - -22 y - 13 ] at 2085.1985
Entity_13:replaced -> PositionComponent, fields[ x - 51.82425 y - -34.31194 ] at 2100.8242
Entity_3:replaced -> PositionComponent, fields[ x - 33.32703 y - 37.17181 ] at 2100.8242
Entity_14:replaced -> PositionComponent, fields[ x - 54.56539 y - 13.70838 ] at 2100.8242
Entity_5:replaced -> PositionComponent, fields[ x - 45.18338 y - 14.18685 ] at 2100.8242
Entity_6:replaced -> PositionComponent, fields[ x - -2.376705 y - 36.17359 ] at 2100.8242
Entity_7:replaced -> PositionComponent, fields[ x - -46.21166 y - -14.22491 ] at 2100.8242
Entity_8:replaced -> PositionComponent, fields[ x - 17.3373 y - 35.10654 ] at 2100.8242
Entity_9:replaced -> PositionComponent, fields[ x - 16.70423 y - 14.55006 ] at 2100.8242
Entity_12:replaced -> PositionComponent, fields[ x - -21.5 y - 13 ] at 2100.8242
Entity_13:replaced -> PositionComponent, fields[ x - 51.60328 y - -34.31194 ] at 2132.0818
Entity_3:replaced -> PositionComponent, fields[ x - 33.10475 y - 37.17181 ] at 2132.0818
Entity_14:replaced -> PositionComponent, fields[ x - 54.34801 y - 13.70838 ] at 2132.0818
Entity_5:replaced -> PositionComponent, fields[ x - 45.05782 y - 14.18685 ] at 2132.0818
